artifact_id,summary,open_date,status_name,priority,assigned_to_name,submitter_name,last_modified_date,"Server_found_on","Testing_State","Found_in_Version","Assigned_Release","Disposition","Reproduced","Resolution","Hardware","Product","Component","Severity","Application_Part","Detail_Page","Type_of_Error","Other_Hardware_Software","Date","Time","Tag_fixed_on","Tag_found_on","URL","Steps_to_Reproduce"
7645,"HTTP error when you click 'Enter Targeted Modification' under Genetic Description under submit models","2007-06-28 11:18","Closed",3,"Nobody","KanakaDurga Addepalli","2008-02-25 14:17","QA","Assigned_to_tester","2.3","2.3","None","Always","Code Change","PC","caMOD","Java API","None","Submission","Gen Des - Targ Mod","Incorrect Functionality","","","11:55am","","camod_dev_2_3_deploy-qa_build_","",""
7692,"Keyword search shows models that have not been edited-approved","2007-07-03 11:26","Closed",3,"Nobody","Ulli Wagner","2008-08-28 13:58","None","None","2.3","2.5","None","None","None","None","caMOD","HTTP interface","No Workaround","Search","Search - Keyword","Incorrect Functionality","","","","","","","submit models
leave them in incomplete state
query for a word that has been used in the model descriptor field
you should retrieve some models"
7791,"Advanced search page - change text next to tool strain search option","2007-07-10 10:47","Closed",2,"Nobody","Ulli Wagner","2007-09-24 09:51","None","Verified by QA","2.3","2.3 - iteration 2","None","None","Not a Bug","None","caMOD","HTTP interface","Cosmetic","Search","Search - Advanced","Technical requirement","","","","build_8","camod_dev_2_3_deploy-qa_build7","",""
7792,"Therapy search page - alternating background colors are off","2007-07-10 10:50","Closed",1,"Nobody","Ulli Wagner","2007-09-20 10:18","None","Verified by QA","2.3","2.3 - iteration 2","None","None","None","None","caMOD","HTTP interface","Cosmetic","Search","Therapy","Cosmetic","","","","camod_dev_2_3-qa_deploy_build7","","",""
7793,"Engineered Gene page - colors are off in targeted modification and in engineered gene table","2007-07-10 10:55","Closed",1,"Ulli Wagner","Ulli Wagner","2007-09-18 13:57","None","Assigned_to_tester","2.3","None","None","None","Not a Bug","None","caMOD","None","Cosmetic","Search","Gen Des - Eng Transgene","None","","","","","","",""
7798,"update release notes, release notes text, and what's new page","2007-07-10 14:45","Closed",3,"Nobody","Ulli Wagner","2007-07-20 08:41","None","None","2.3","2.3 - iteration 2","None","None","None","None","caMOD","UI","Cosmetic","General Issues","None","Cosmetic","","","","","","",""
7992,"LDAP account returns the external e-mail instead of the internal email for user","2007-07-25 10:00","Open",1,"Nobody","Sima Pandya","2008-10-27 12:05","None","None","None","None","None","None","None","None","caMOD","Supporting software","Workaround","None","Other","Incorrect Functionality","","","","","","","na"
8230,"Image submission does not work","2007-08-06 13:54","Closed",3,"Nobody","Ulli Wagner","2007-09-20 10:11","None","Verified by QA","2.3","2.3 - iteration 2","None","None","None","None","caMOD","Multiple components","No Workaround","Submission","Multiple","Incorrect Functionality","","","","camod_dev_2_3-qa_deploy_build7","","",""
8231,"images on genetic description pages are not visible when editing and on the search page","2007-08-06 14:00","Closed",3,"Nobody","Ulli Wagner","2007-09-20 10:10","None","Verified by QA","2.3","2.3 - iteration 2","None","None","None","None","caMOD","Multiple components","No Workaround","Search","Genetic Description","Incorrect Functionality","","","","camod_dev_2_3-qa_deploy_build7","","","- log in
- go to genetic description pages
- submit image of genetic construct
- return to submission page in edit mode

- switch to search and view the genetic description search page 
"
8351,"Construct Sequence info not shown in edit mode and on search page","2007-08-10 11:18","Closed",3,"Nobody","Ulli Wagner","2007-09-20 10:08","None","Verified by QA","2.3","None","None","None","None","None","caMOD","Multiple components","No Workaround","Submission","Gen Des - Eng Transgene","Incorrect Functionality","","","","","camod_dev_2_3_deploy-qa_build7","","log in
create model
submit data to construct sequence on engineered transgene page
go back to page in edit mode"
8352,"Order of transcriptional elements on transgene submission and search page does not match","2007-08-10 13:27","Closed",3,"Sima Pandya","Ulli Wagner","2007-08-22 11:14","None","None","2.3","2.3 - iteration 2","None","None","Not a Bug","None","caMOD","HTTP interface","Cosmetic","Search","Gen Des - Eng Transgene","Cosmetic","","","","","","","go to submission
enter data in all 5 categories of the regulatory element fields
review page in search"
8362,"Metastasis submission page does not retain value for diagnosis","2007-08-10 15:12","Closed",3,"Nobody","Ulli Wagner","2007-09-18 11:10","development","Fixed_failed","2.3","None","None","None","None","None","caMOD","Multiple components","No Workaround","Submission","Histopath - Metastasis","Incorrect Functionality","","","","","","",""
8363,"problems with &quot;other&quot; fields on updated graft page on dev","2007-08-10 15:24","Closed",3,"Nobody","Ulli Wagner","2007-09-18 14:51","development","Fixed","2.3","2.3 - iteration 2","None","None","Code Change","None","caMOD","Multiple components","No Workaround","Submission","Graft","Incorrect Functionality","","","","camod_dev_2_3_deploy-qa_build7","","",""
8374,"Problems with search pages - some minor and some major - tested on dev","2007-08-13 10:52","Closed",3,"Aynur Abdurazik","Ulli Wagner","2007-09-20 09:44","development","Fixed","2.3","None","None","None","None","None","caMOD","Multiple components","No Workaround","Search","Multiple","Incorrect Functionality","","","","","","","submitted model with every field filled out
reviewed model in search"
8400,"Duplicate Model - Duplication does not work for some fields","2007-08-13 14:11","Open",5,"Nobody","Ulli Wagner","2010-01-07 15:06","development","None","2.3","2.8","None","None","None","None","caMOD","None","No Workaround","Submission","Therapy","Technical requirement","","","","","","","submit model with listed fields filled in
duplicate model
verify that all data appear in new model"
8402,"Selecting &quot;other&quot; species on graft page gets only blank page on dev server","2007-08-13 14:29","Closed",3,"Nobody","Ulli Wagner","2007-09-18 15:16","development","Fixed","2.3","2.3","None","None","None","None","caMOD","HTTP interface","No Workaround","Submission","Graft","Incorrect Functionality","","",""," camod_dev_2_3_deploy-qa_buil7","","",""
8404,"Errors in display of values of &quot;other&quot; fields - on dev server","2007-08-13 14:40","Closed",3,"Kavitha Thulasiraman","Ulli Wagner","2008-02-07 10:55","development","Verified by QA","2.3","None","None","None","None","None","caMOD","HTTP interface","No Workaround","Search","Multiple","Incorrect Functionality","","","","","","","entered values in all &quot;other&quot; fields on all pages
compared input with what is shown on search pages"
8405,"Selecting &quot;other&quot; species on graft page gets only blank page on dev server","2007-08-13 14:46","Closed",3,"Sima Pandya","Ulli Wagner","2007-08-13 14:47","development","None","2.3","None","None","None","None","None","caMOD","HTTP interface","No Workaround","Submission","Graft","Incorrect Functionality","","","","","","",""
8414,"getEVSPreferredDiscription needs to be implemented for Zebrafish vocabulary source","2007-08-14 12:02","Closed",3,"Ulli Wagner","Sima Pandya","2007-09-18 14:24","None","Assigned_to_tester","2.3","2.3 - iteration 2","Open - Reviewed","None","None","None","caMOD","None","Workaround","Submission","Multiple","Incorrect Functionality","","","","","","","na"
8830,"Drug screening search is not returning any results","2007-09-07 14:21","Closed",3,"Nobody","Ulli Wagner","2007-09-18 15:07","QA","None","2.3","None","None","None","None","None","caMOD","Multiple components","No Workaround","Search","Search - Drug Screen","Incorrect Functionality","","","","camod_dev_2_3_deploy-qa_build7","","","go to search
go to drug screening search
enter NSC number and check all the check boxes
perform search"
8833,"the navigation is unstable","2007-09-07 14:44","Closed",3,"Nobody","Ulli Wagner","2008-02-19 09:34","QA","Verified by QA","2.3","2.4","Open - Reviewed","Always","None","None","caMOD","Multiple components","No Workaround","Search","Search - Results List","Incorrect Functionality","","","","","","","query for any term that will return many results and then use the numbers and the &lt;next&gt; etc buttons to navigate between the pages"
8895,"Search results are cached and not updated when performing a new search","2007-09-12 10:47","Closed",3,"Nobody","Ulli Wagner","2007-09-20 13:33","QA","None","2.3","None","None","Always","Not a Bug","None","caMOD","Server configuration","Workaround","Search","Search - Results List","Technical requirement","","","","","camod_dev_2_3_deploy-qa_build_","","query for something
note number of search results
query for something else
verify that search result set has changed
"
8954,"link to invivo detail page does not work","2007-09-14 10:59","Closed",3,"Nobody","Ulli Wagner","2007-09-18 15:01","QA","Fixed","2.3","2.3 - iteration 2","None","None","None","None","caMOD","Multiple components","No Workaround","Search","Search - Drug Screen","Crash","","","","camod_dev_2_3_deploy-qa_build7","camod_dev_2_3_deploy-qa_build_","","go to drug screening
query for in-vivo
possible NSC nubmers 337250 or 632 or 622143"
8963,"PI name and email does not show up in model availability search ","2007-09-14 15:20","Closed",3,"Nobody","Ulli Wagner","2008-02-25 14:22","QA","None","2.3","2.3","None","None","None","None","caMOD","None","No Workaround","Search","Mod Avail - Invest","Incorrect Functionality","","","","","camod_dev_2_3_deploy-qa_build_","",""
8974,"JDBC - Connection handle has been closed and is unusable","2007-09-17 10:56","Closed",3,"Nobody","Sima Pandya","2008-02-14 10:20","None","Fixed","2.3","2.4","None","None","None","None","None","None","Workaround","General Issues","None","Crash","","","","","","","Happens randomly"
8999,"entry from vocab tree not displayed on histopathology page when required fields are not filled out","2007-09-17 14:37","Closed",3,"Nobody","Ulli Wagner","2007-09-20 12:39","QA","None","2.3","None","None","None","None","None","caMOD","Multiple components","None","Submission","Histopathology","Incorrect Functionality","","","","","camod_dev_2_3_deploy-qa_build_","","enter a rat or mouse model
go to histopathology page
submit page without entering any data
after getting the error message
enter organ
submit
get new error message
add disease
submit"
9013,"Searching for models with model id using the bottom search button fails","2007-09-18 10:05","Closed",3,"Ulli Wagner","Aynur Abdurazik","2007-09-18 14:15","None","Verified by QA","2.3","None","None","Always","Not a Bug","None","caMOD","None","None","Admin","None","Feature Request","","","10:00am","","camod_dev_2_3_deploy-qa_build_","","Go to Admin - Edit Models;
Enter 3 to &quot;Model Id&quot;;
Click the &quot;Search&quot; button on the bottom."
9019,"perform load testing for image upload","2007-09-18 13:48","Open",1,"Nobody","Ulli Wagner","2008-10-27 12:05","QA","None","2.3","None","None","None","None","None","caMOD","None","No Workaround","Submission","Images","Performance","","","","","","",""
9020,"can't submit a newly created model","2007-09-18 14:31","Closed",3,"Nobody","Aynur Abdurazik","2007-09-21 10:49","QA","Verified by QA","None","None","None","None","None","None","None","None","None","Submission","None","None","","","","...deploy-qa_build_8","...deploy-qa_build_7","","create new model and submit"
9028,"Instability in Submit Models ","2007-09-19 10:41","Closed",3,"Sima Pandya","Aynur Abdurazik","2007-09-21 10:51","development","Fixed","2.3","2.3","None","Sometimes","None","None","caMOD","None","None","General Issues","None","None","","","","camod_dev_2_3_deploy-qa_build8","camod_dev_2_3_deploy-qa_build7","","Create a model - submit - go to home page - click on a model "
9040,"After assigning a screener to a model, the model does not show up in the list of models need to be screened","2007-09-19 11:40","Closed",3,"Nobody","Aynur Abdurazik","2007-09-21 10:52","QA","Fixed","2.3","2.3","None","None","None","None","caMOD","None","None","Admin","Other","Incorrect Functionality","","","11:30am","camod_dev_2_3_deploy-qa_build8","camod_dev_2_3_deploy-qa_build7","","Go to Admin - click on a model awaiting for assignee assignment - assign a person - submit"
9116,"Assigning a screener to a model does not work sometimes","2007-09-24 11:10","Closed",3,"Nobody","Aynur Abdurazik","2007-09-24 13:45","None","Assigned_to_QA","2.3","2.3 - iteration 2","None","None","Not a Bug","None","caMOD","None","None","Admin","None","Incorrect Functionality","","","","","camod_dev_2_3_deploy-qa_build8","","Submit a new model - set to complete - go to admin page - click on &quot;assign&quot; under &quot;Models Needing Screener Assignment&quot;"
9117,"A model  on the &quot;Models to Edit&quot; changes to a different model in the approval page (caching issue)","2007-09-24 11:19","Closed",3,"Nobody","Aynur Abdurazik","2008-08-25 13:48","QA","None","2.3","None","None","None","Not a Bug","None","caMOD","None","None","Admin","None","None","","","","","camod_dev_2_3_deploy-qa_build8","","go to admin - click &quot;Approve&quot; on   a model that on the &quot;Models to Edit&quot; list "
9125,"blank histopathology submission for species without vocabularies possible - requires db clean up","2007-09-24 12:04","Open",1,"Nobody","Ulli Wagner","2009-12-18 13:25","None","None","2.3","2.8","None","None","None","None","caMOD","None","None","Submission","Histopathology","Incorrect Functionality","","","","","","","create new model
select cattle or any other species that does not have controlled vocabularies for anatomy and disease
enter data on histopathology page
go back to edit data
delete entries for tumor site and disease
submit record again"
9126,"value of organ field not shown on histopathology submission page - validation issue","2007-09-24 12:08","Open",1,"Nobody","Ulli Wagner","2008-10-27 14:49","None","None","2.3","2.8","None","None","None","None","caMOD","None","None","Submission","Histopathology","None","","","","","","","create new model
select species that has controlled anatomy vocabulary
go to histopathology page and hit submit without entering data
get error message
enter data in organ field
will get error message (entry in organ field is not shown)"
9206,"wrong left side menu for in-vivo search detail page (drug screening search)","2007-10-01 13:42","Closed",3,"Nobody","Ulli Wagner","2008-02-18 13:50","None","Fixed","2.3","2.4","None","None","None","None","caMOD","HTTP interface","Workaround","Search","Search - Drug Screen","Incorrect Functionality","","","","","","","go to search
go to drug screening search
query for NSC 337250
select in-vivo data check box
run query
click on hyperlinked number of records
this opens the detail page
look at menu on left side of screen"
9221,"Model submission instable","2007-10-02 08:36","Closed",3,"Kavitha Thulasiraman","Aynur Abdurazik","2008-02-07 22:11","staging","Verified by QA","2.3","None","None","Could Not","None","None","caMOD","None","None","Submission","None","Performance","","","","","","","model submission - add new model - enter values for required fields - click submit"
9222,"Search result is not updated for new searches","2007-10-02 08:56","Closed",3,"Sima Pandya","Aynur Abdurazik","2007-10-04 12:26","staging","None","2.3","2.3","None","Sometimes","None","None","caMOD","None","None","Search","None","Incorrect Functionality","","","9:50am","","","","Search for a model in the advanced search, then do a different search"
9236,"User privilege shown in the UI does not exist in the database","2007-10-02 14:56","Closed",3,"Sima Pandya","Aynur Abdurazik","2007-10-04 09:44","staging","None","2.3","2.3","None","None","Not a Bug","None","None","None","None","General Issues","None","Incorrect Functionality","","","3:30pm","","","","login in - go to admin page - check the privilege of user - connect to database - find the same user's privilege in data base"
9611,"&quot;Submit&quot; &quot;Cancel&quot; buttons become invisible after submission error in &quot;Enter Terapy&quot; page","2007-10-22 13:21","Closed",3,"Nobody","Aynur Abdurazik","2007-10-26 09:24","None","Verified by QA","2.3","2.3","None","Always","Code Change","None","caMOD","None","None","Submission","None","None","","","2:10pm","","camod_dev_2_3_deploy-stage_bui","","model submission - therapeutic approaches - enter therapy - click on &quot;submit&quot; without entering any value on the required &quot;Drug/Compound&quot; field - scroll down to the bottom"
10280,"DATA - listing of figures in caMOD entries","2007-11-15 11:41","Closed",3,"Ulli Wagner","Ulli Wagner","2008-04-03 14:16","None","None","None","None","None","None","None","None","caMOD","None","None","General Issues","Multiple","Cosmetic","","","","","","",""
10676,"Rewrite  getMatchingAnimalModelNames() and getNSCNumbers() in QueryManagerImpl.java to explicitly close connection","2007-12-04 10:16","Open",1,"Nobody","Sima Pandya","2008-10-27 14:55","None","None","2.3","None","None","None","None","None","caMOD","None","None","Search","Search - Simple","Performance","","","","","","","This bug is only found in the output -- no impact to user"
10713,"DATA - find out if LTR was used as enhancer or as viral treatment","2007-12-05 11:08","Open",1,"Ulli Wagner","Ulli Wagner","2008-10-27 14:55","None","None","None","None","None","None","None","None","caMOD","None","None","None","Car Inv - Viral Treat","None","","","","","","",""
11213,"QueryManagerImpl.getSavedQueriesByParty - Closing a statement you left open, please do your own housekeeping (in QueryManagerImpl.java )","2007-12-27 12:01","Open",1,"Nobody","Sima Pandya","2008-10-27 14:55","None","None","2.3","None","None","None","None","None","None","None","normal","Search","Other","Technical requirement","","","","","","","produced in output"
11284,"QueryManagerImpl.getMatchingAnimalModelNames - Closing a statement you left open, please do your own housekeeping (in QueryManagerImpl.java )","2008-01-02 09:55","Open",1,"Nobody","Sima Pandya","2008-10-27 14:55","None","None","2.3","None","None","None","None","None","caMOD","None","Workaround","Search","Other","Technical requirement","","","","","","",""
11499,"User setting for cheryl marks returns wrong e-mail for user.","2008-01-10 10:56","Closed",3,"Nobody","Sima Pandya","2008-02-14 11:10","None","Verified by QA","2.3","2.4","None","None","Code Change","None","caMOD","None","None","Admin","Other","None","","","","","","","User setting for cheryl returns wrong e-mail for user."
11503,"Cory Abate-Shen's models are assosciated with wrong user account","2008-01-10 11:44","Closed",3,"Nobody","Ulli Wagner","2008-02-08 10:44","None","Verified by QA","2.3","2.4","None","None","None","None","caMOD","None","No Workaround","Registration","Model Characteristics","None","","","","","","",""
11508,"AnimalModelManagerImpl.get - Closing a connection you left open, please do your own housekeeping (in AnimalModelManagerImpljava )","2008-01-10 13:04","Open",1,"Nobody","Sima Pandya","2008-10-27 14:55","None","None","2.4","None","None","None","None","None","caMOD","None","Workaround","Search","Other","Technical requirement","","","","","","",""
11510,"could not inspect JDBC autocommit mode - QueryManagerImpl.criteriaSearch","2008-01-10 13:23","Closed",3,"Nobody","Sima Pandya","2008-02-18 13:49","None","Fixed","2.4","2.4","None","None","None","None","caMOD","None","None","Search","None","None","","","","","","",""
11619,"Add validation to construct description and construct title (see comments!)","2008-01-15 13:57","Open",1,"Nobody","Ulli Wagner","2009-11-30 14:01","development","None","2.4","None","None","Always","None","None","caMOD","Multiple components","No Workaround","Submission","Genetic Description","Incorrect Functionality","","","","","","","- go to submission
- enter image date in genetic description part
- submit
- return to page in edit mode
"
11623,"Construct sequence field on genetic description screens are independent of image submission","2008-01-15 14:15","Closed",5,"Nobody","Ulli Wagner","2009-06-09 13:52","None","None","2.4","2.5.1","None","None","None","None","caMOD","Multiple components","No Workaround","General Issues","Genetic Description","None","","","","","","",""
11639,"Link to ATCC on transplantation page does not work","2008-01-15 15:22","Closed",3,"Nobody","Ulli Wagner","2008-01-24 12:59","None","None","None","None","None","None","None","None","caMOD","HTTP interface","No Workaround","Search","Graft","Incorrect Functionality","","","","","","",""
11640,"Delete availability from IMSR from application","2008-01-15 15:24","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-22 13:42","None","Assigned_to_QA","2.4","2.5","None","None","None","None","caMOD","None","None","General Issues","Mod Avail - IMSR","None","","","","","","",""
11697,"drug screening search displays models that are not edited-approved","2008-01-16 13:45","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-24 12:18","development","Assigned_to_QA","None","2.5","None","None","None","None","caMOD","None","None","Search","Search - Drug Screen","None","","","","","","",""
11722,"The gene identifier does not work correctly for targeted modification submission and edit","2008-01-17 12:08","Closed",3,"Nobody","Sima Pandya","2008-02-08 10:46","None","Verified by QA","2.3","2.4","None","None","None","None","caMOD","None","No Workaround","Submission","Genetic Description","Incorrect Functionality","","","","","","","1. create model
2. go to spontaneous mutation, induced mutation, and targetedMutation and submit a gene ID for each section.
3. view submission to see if values are returned correctly.
4. go to search side and view data to verify if the data is returned correctly from the database."
11735,"Counter on submission page is incorrect","2008-01-17 15:07","Open",1,"Nobody","Ulli Wagner","2008-10-27 14:49","development","None","None","None","None","None","None","None","caMOD","None","None","Submission","Other","None","","","","","","","login
count models and compare to number shown in text"
11747,"No GeneOntology data pulled from caBIO","2008-01-18 09:34","Closed",3,"Nobody","Ulli Wagner","2008-02-18 13:47","None","Fixed","2.3","2.4","None","None","None","None","caMOD","None","None","Search","Genetic Description","None","","","","","","","seach for model with p53 deletion
verify that targeted modification has gene ID
check if Gene ontology data are displayed for the targeted modification "
11831,"maximize button in pop-up windows disabled which prevents user to see full page","2008-01-23 10:33","Closed",3,"Nobody","Ulli Wagner","2008-02-14 11:21","QA","Verified by QA","None","2.4","None","None","None","None","caMOD","None","Cosmetic","Submission","Multiple","Cosmetic","","","","","","",""
11833,"comments for associated expression are not shown for targeted modification and genomic segment","2008-01-23 10:40","Closed",3,"Nobody","Ulli Wagner","2008-02-21 14:57","QA","Verified by QA","None","2.4","None","None","Code Change","None","caMOD","None","No Workaround","Search","Genetic Description","Incorrect Functionality","","","","","","","- enter genetic description data for transgene, genomic segment and targeted modification
- add for each of the data sets information about associated expression 
- add comments for each of the associated expression entries
- review results on genetic description search page"
11837,"The left menu list needs to be changed for the viewInvivoDetails.jsp","2008-01-23 11:57","Closed",3,"Nobody","Sima Pandya","2008-02-07 14:26","None","Verified by QA","2.4","2.4","None","None","None","None","caMOD","None","normal","Search","Search - Drug Screen","Incorrect Functionality","","","","","","","1. go to drug screen search
2. enter NSC 632 and click all checkboxes
3. scroll to invivo section and hit the underlined 4 - detailed page link
4.  from this page select a left menu link for one of the sub-sections"
11845,"ATCC link not working on transplant search page","2008-01-23 14:23","Closed",3,"Nobody","Ulli Wagner","2008-02-07 22:51","QA","Verified by QA","None","2.4","None","None","None","None","None","None","None","None","None","None","","","","","","",""
11983,"QueryManagerImpl.getApprovedSpecies - Closing a statement and (ResultSet) you left open, please do your own housekeeping (in QueryManagerImpl.java )","2008-01-29 14:03","Open",1,"Nobody","Sima Pandya","2008-10-27 15:08","None","None","None","None","None","None","None","None","caMOD","None","None","Search","Search - Simple","Technical requirement","","","","","","","Error in output only - not seen by users"
11985,"QueryManagerImpl.getSavedQueriesByParty - Closing a statement you left open, please do your own housekeeping (in QueryManagerImpl.java )","2008-01-29 14:25","Open",1,"Nobody","Sima Pandya","2008-10-27 14:55","None","None","2.4","None","None","None","None","None","caMOD","None","Workaround","Search","None","Technical requirement","","","","","","","not visible to user"
12018,"DATA - fix zfin numbers for all zebrafish models on gen description pages","2008-01-30 15:56","Closed",3,"Ulli Wagner","Ulli Wagner","2008-05-21 11:47","None","None","None","None","None","None","None","None","caMOD","None","None","None","None","None","","","","","","",""
12042,"Save query function broken - Fix","2008-01-31 12:26","Closed",5,"Kavitha Thulasiraman","Sima Pandya","2008-11-22 14:05","development","Assigned_to_QA","2.4","2.5","None","None","Code Change","None","caMOD","None","No Workaround","Search","Other","Incorrect Functionality","","","","","","","1. log in
2. search for models
3. hit save query button"
12060,"add spaces when user selects multiple items from modification type drop down","2008-01-31 14:07","Closed",3,"Nobody","Ulli Wagner","2008-02-07 22:54","None","Verified by QA","2.4","2.4","None","None","None","None","caMOD","None","Cosmetic","Search","Genetic Description","None","","","","","","",""
12064,"Title field on publication submission field has size limit OR PubMed fetch script does not retrieve complete publication title","2008-01-31 14:56","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-24 17:26","QA","Assigned_to_QA","2.4","2.5","None","None","Code Change","None","caMOD","Multiple components","Workaround","Submission","Publication","Data Corruption","","","","","","",""
12108,"Admin - View Model Assignment is not working","2008-02-01 14:42","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-22 14:09","None","Assigned_to_QA","2.4","2.5","None","None","None","None","caMOD","Multiple components","None","Admin","Other","None","","","","","","","see detailed description"
12142,"Admin Page View Model Assignment page doesn't display any records for the selected value.","2008-02-04 14:51","Closed",3,"Sima Pandya","Kavitha Thulasiraman","2008-02-05 08:09","QA","None","2.4","None","None","Always","None","None","caMOD","None","None","Admin","None","Incorrect Functionality","","","","","camod_dev_2_4_deploy-qa_build_","","1. User with admin privilege - successful log in to caMod.
2.Click Admin from the top.
3.Click View Model Assignment from left pane.
4.Click any value from the choice box e.g. Incomplete/Inactive/Screener-assigned etc.
5.No results are displayed."
12209,"Fix organs on transplant page of zebrafish models","2008-02-05 09:57","Closed",3,"Nobody","Ulli Wagner","2008-02-05 14:10","None","None","None","None","None","None","None","None","caMOD","None","None","Submission","Search - Results List","None","","","","","","",""
12212,"Fix the organ Id in the abs_cancer_model for thymus transplants in zebrafish","2008-02-05 10:30","Closed",3,"Nobody","Ulli Wagner","2008-02-18 13:44","None","Verified by QA","None","2.4","None","None","None","None","caMOD","None","None","Submission","Graft","Data Corruption","","","","","","",""
12216,"Release date selection not maintaining value","2008-02-05 11:44","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-24 17:29","development","Assigned_to_QA","2.4","2.5","None","None","Code Change","None","caMOD","None","Workaround","Submission","Model Characteristics","Incorrect Functionality","","","","","","","- submit model
- leave release date selection at &amp;amp;amp;amp;amp;quot;release immediately&amp;amp;amp;amp;amp;quot;. This is the default coice
- submit
- go back to page and look at the release date setting"
12223,"Cell Line Search is not working","2008-02-05 13:19","Closed",3,"Nobody","Kavitha Thulasiraman","2008-02-07 15:05","None","Verified by QA","2.4","2.4","None","None","None","None","caMOD","None","None","Search","None","Incorrect Functionality","","","","","camod_dev_2_4_deploy-qa_build_","","1.Successful log into camod
2.Click search tab for the top.
3.Click advance search from the left pane.
4. Enter c1 in Cell line (c1 is the cell line associated with model id 50055843).
5. No record is displayed for the corresponding search."
12266,"Search didn't work for Zebrafish vocabularies.","2008-02-06 11:18","Closed",1,"Nobody","Kavitha Thulasiraman","2008-02-06 20:20","None","None","2.4","None","None","Always","Not a Bug","None","caMOD","None","None","Submission","None","None","","","","","camod_dev_2_4_deploy-qa_build_","","1. successful log in to camod.
2. enter a new zebrafish model.
3.click histopathology from left pane and click Enter Histopathology - Histopathology page is displayed.
4. Click select from Site of lesion/tumor.
5. EVSTree is opened. 
6. Enter Organisms in search text and click the button search.
7. wait for some time and didn't get any result for the search and time out."
12318,"The CAS number does not display when Inducing Agent Category is &quot;Other&quot; on Induced Mutation search screen","2008-02-08 10:32","Closed",3,"Nobody","Sima Pandya","2008-02-14 09:15","None","Fixed","2.4","2.4","None","None","None","None","caMOD","None","No Workaround","Search","Gen Des - Ind Mutation","Incorrect Functionality","","","","","","","submit a CAS number on the 1. Induced mutation screen when the  Inducing Agent Category is &quot;other&quot;.  
2.  Search and View the model results"
12354," unable to clear  &quot;NSC&quot; and &quot;CAS&quot; number  from therapeutic approaches page and save.","2008-02-11 10:52","Closed",3,"Nobody","Kavitha Thulasiraman","2008-02-12 08:19","QA","Verified by QA","2.4","None","None","Always","Code Change","None","caMOD","None","None","None","None","None","","","","camod_dev_2_4_deploy-qa_build_6","camod_dev_2_4_deploy-qa_build_5","","When I tried to delete the NSC and CAS number entered for model id from Therapeutic Approaches page for the model id : 50056324 with model descriptor testing_rat,   I can’t able to clear the filled NSC and CAS  numbers and save the page. But the page is allowing to make changes to NSC and CAS number and save."
12355,"Models with &quot;Targeted&quot;  Genomic segment are showing &quot;random&quot;  and models with &quot; random&quot;  genomic segment is showing &quot;targeted&quot;.","2008-02-11 10:56","Closed",3,"Nobody","Kavitha Thulasiraman","2008-02-12 08:20","QA","Verified by QA","2.4","None","None","Always","None","None","caMOD","None","None","None","None","None","","","","camod_dev_2_4_deploy-qa_build_6","camod_dev_2_4_deploy-qa_build_5","","Enter two targeted Genomic segement and with designators &quot;target&quot; and &quot;target1&quot; .

 

Also enter one random Genomic segment with designator &quot;Random&quot; 

 

For the model_id &quot;50056324&quot; with model description : testing_rat in QA.

 

 

 

 search search page for this model:

 

 

 

Models with &quot;Targeted&quot;  Genomic segment are showing &quot;random&quot;  and models with &quot; random&quot;  genomic segment is showing &quot;targeted&quot;.

 

"
12356,"DATA - after 2.4 is on production check if all genomic segment entries have correct  displays for random and targeted integration","2008-02-11 11:25","Closed",3,"Ulli Wagner","Ulli Wagner","2008-10-10 14:07","None","None","None","None","None","None","None","None","caMOD","None","None","None","None","None","","","","","","",""
12483,"Why does unpublished entry not show up on publication, cell lines, or therapeutic approaches search screen","2008-02-15 11:29","Closed",5,"Nobody","Ulli Wagner","2009-06-10 15:49","None","Verified by QA","2.4","2.5.1","None","None","None","None","caMOD","None","None","Search","Publication","None","","","","","","",""
12502,"Clear button does not work for special characters on simple/adv search","2008-02-18 09:18","Open",3,"Nobody","Sima Pandya","2008-10-28 13:29","None","None","2.4","None","None","None","None","None","caMOD","None","Workaround","Search","None","Incorrect Functionality","","","","","","","- go to simple or adv search
- enter a special character into each text box (@@@ or ### tested)
- hit the clear button"
14332,"Dosage unit on Growth Factor page incorrectly stored and displayed","2008-05-19 14:28","Closed",5,"Kavitha Thulasiraman","Ulli Wagner","2008-11-24 10:21","None","Assigned_to_QA","None","2.5","None","None","Code Change","None","caMOD","Multiple components","No Workaround","Submission","Car Inv - Growth Factor","Incorrect Functionality","","","","","","",""
14798,"pop up message for deleting a record is not occuring when creating selenium scripts.","2008-06-12 10:55","Open",1,"Nobody","Kavitha Thulasiraman","2008-11-13 09:10","None","None","None","None","None","None","None","None","None","None","None","None","None","None","","","","","","",""
14874,"Error when adding Transgene/Genomic segment to a model.","2008-06-17 09:49","Closed",3,"Nicholas Schroedl","Kavitha Thulasiraman","2008-09-03 09:49","None","None","None","None","None","None","None","None","None","None","None","None","None","None","","","","","","",""
